1 - The Shawshank Redemption (1994) - Starring: 9.3
2 - The Godfather (1972) - Starring: 9.2
3 - The Dark Knight (2008) - Starring: 9.0
4 - The Godfather: Part II (1974) - Starring: 9.0
5 - 12 Angry Men (1957) - Starring: 9.0
6 - The Lord of the Rings: The Return of the King (2003) - Starring: 9.0
7 - Schindler's List (1993) - Starring: 9.0
8 - Pulp Fiction (1994) - Starring: 8.9
9 - The Lord of the Rings: The Fellowship of the Ring (2001) - Starring: 8.9
10 - The Good, the Bad and the Ugly (1966) - Starring: 8.8
11 - Forrest Gump (1994) - Starring: 8.8
12 - The Lord of the Rings: The Two Towers (2002) - Starring: 8.8
13 - Fight Club (1999) - Starring: 8.8
14 - Inception (2010) - Starring: 8.8
15 -" Star Wars: Episode V - The Empire Strikes Back (1980) "- Starring: 8.7
16 - The Matrix (1999) - Starring: 8.7
17 - GoodFellas (1990) - Starring: 8.7
18 - One Flew Over the Cuckoo's Nest (1975) - Starring: 8.7
19 - Interstellar (2014) - Starring: 8.7
20 - Se7en (1995) - Starring: 8.6
21 - It's a Wonderful Life (1946) - Starring: 8.6
22 - Seven Samurai (1954) - Starring: 8.6
23 - The Silence of the Lambs (1991) - Starring: 8.6
24 - Saving Private Ryan (1998) - Starring: 8.6
25 - City of God (2002) - Starring: 8.6
